"Nom","Regime juridique","Site internet","Nombre de réunions annuelles","Député","Rôle","Nomination"
"Conseil supérieur de la construction et de l'efficacité énergétique","Articles L. 142-5 et D. 142-16 du code de la construction et de l'habitation","http://www.cohesion-territoires.gouv.fr/conseil-superieur-de-la-construction-et-de-l-efficacite-energetique-cscee","11","M. Joël Giraud","Membre titulaire","2015-06-02"
"Conseil supérieur de la construction et de l'efficacité énergétique","Articles L. 142-5 et D. 142-16 du code de la construction et de l'habitation","http://www.cohesion-territoires.gouv.fr/conseil-superieur-de-la-construction-et-de-l-efficacite-energetique-cscee","11","M. Bruno Millienne","Membre titulaire","2022-10-21"
"Conseil supérieur de la construction et de l'efficacité énergétique","Articles L. 142-5 et D. 142-16 du code de la construction et de l'habitation","http://www.cohesion-territoires.gouv.fr/conseil-superieur-de-la-construction-et-de-l-efficacite-energetique-cscee","11","Mme Marjolaine Meynier-Millefert","Membre titulaire","2017-10-19"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"Mme Julie Ozenne","Membre titulaire","2024-11-06"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Francis Delattre","Membre titulaire","2002-08-01"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Alain Vidalies","Membre titulaire","2000-05-10"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Jean-Pierre Michel","Membre titulaire","1990-11-16"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Marchand","Membre titulaire","1988-07-09"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Gosselin","Membre titulaire","2017-09-22"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Michel Pezet","Membre titulaire","1991-10-11"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Sébastien Huyghe","Membre titulaire","2007-07-04"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"Mme Albane Gaillot","Membre titulaire","2018-03-21"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. René André","Membre titulaire","1986-05-03"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"Mme Laurence Dumont","Membre titulaire","2012-10-03"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Christian Dupuy","Membre titulaire","1993-05-28"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Latombe","Membre titulaire","2022-08-06"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Gérard Gouzes","Membre titulaire","1997-07-10"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Latombe","Membre titulaire","2024-11-06"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Patrick Delnatte","Membre titulaire","2002-08-01"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Gosselin","Membre titulaire","2008-06-17"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Raymond Forni","Membre titulaire","1988-07-09"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"Mme Michèle Tabarot","Membre titulaire","2007-08-06"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"Mme Laetitia Avia","Membre titulaire","2017-09-22"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Pascal Clément","Membre titulaire","1986-05-03"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Gosselin","Membre titulaire","2015-02-24"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"Mme Raquel Garrido","Membre titulaire","2022-08-06"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Sébastien Huyghe","Membre titulaire","2012-10-03"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Raymond Forni","Membre titulaire","1997-07-10"
"Commission nationale de l'informatique et des libertés (CNIL)","Article 13 de la loi n° 78-17 du 6 janvier 1978","https://www.cnil.fr/fr/la-cnil/membres",,"M. Philippe Houillon","Membre titulaire","1993-05-28"
"Comité de bassin Rhin-Meuse","Article L. 213-8 du code de l’environnement","http://www.eau-rhin-meuse.fr/comite-bassin-role","0","M. Pascal Jenft","Membre suppléant","2024-11-21"
"Comité de bassin Rhin-Meuse","Article L. 213-8 du code de l’environnement","http://www.eau-rhin-meuse.fr/comite-bassin-role","0","M. Bruno Fuchs","Membre titulaire","2024-11-21"
"Comité de bassin Rhin-Meuse","Article L. 213-8 du code de l’environnement","http://www.eau-rhin-meuse.fr/comite-bassin-role","0","Mme Stéphanie Kochert","Membre suppléante","2022-10-21"
"Comité de bassin Rhin-Meuse","Article L. 213-8 du code de l’environnement","http://www.eau-rhin-meuse.fr/comite-bassin-role","0","Mme Florence Goulet","Membre titulaire","2022-10-21"
"Comité de bassin Rhin-Meuse","Article L. 213-8 du code de l’environnement","http://www.eau-rhin-meuse.fr/comite-bassin-role","0","M. Xavier Paluszkiewicz","Membre titulaire","2020-11-19"
"Comité de bassin Seine-Normandie ","Article L. 213-8 du code de l’environnement","http://www.eaufrance.fr/s-informer/agir-et-participer/participer/concertation/les-comites-de-bassin","0","Mme Anna Pic","Membre titulaire","2022-10-21"
"Comité de bassin Seine-Normandie ","Article L. 213-8 du code de l’environnement","http://www.eaufrance.fr/s-informer/agir-et-participer/participer/concertation/les-comites-de-bassin","0","M. Édouard Bénard","Membre titulaire","2024-11-06"
"Comité de bassin Seine-Normandie ","Article L. 213-8 du code de l’environnement","http://www.eaufrance.fr/s-informer/agir-et-participer/participer/concertation/les-comites-de-bassin","0","Mme Christine Loir","Membre suppléante","2022-10-21"
"Comité de bassin Seine-Normandie ","Article L. 213-8 du code de l’environnement","http://www.eaufrance.fr/s-informer/agir-et-participer/participer/concertation/les-comites-de-bassin","0","M. Stéphane Travert","Membre titulaire","2020-11-19"
"Comité de bassin Seine-Normandie ","Article L. 213-8 du code de l’environnement","http://www.eaufrance.fr/s-informer/agir-et-participer/participer/concertation/les-comites-de-bassin","0","M. Robert Le Bourgeois","Membre suppléant","2024-11-06"
"Comité de bassin Seine-Normandie ","Article L. 213-8 du code de l’environnement","http://www.eaufrance.fr/s-informer/agir-et-participer/participer/concertation/les-comites-de-bassin","0","M. Grégory Galbadon","Membre titulaire","2017-10-25"
"Comité chargé de veiller au suivi de la mise en œuvre et à l'évaluation du crédit d'impôt pour la compétitivité et l'emploi","Article 66 de la loi n° 2012-1510 du 29 décembre 2012",,,"Mme Véronique Louwagie","Membre titulaire","2018-01-15"
"Comité chargé de veiller au suivi de la mise en œuvre et à l'évaluation du crédit d'impôt pour la compétitivité et l'emploi","Article 66 de la loi n° 2012-1510 du 29 décembre 2012",,,"M. Xavier Roseren","Membre titulaire","2018-01-15"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"Mme Claudine Ledoux","Membre titulaire","1997-07-10"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. André Flajolet","Membre titulaire","2004-11-15"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Jean-Marie Bockel","Membre titulaire","1991-10-17"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Jean-Charles Colas-Roy","Membre titulaire","2017-09-29"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Guy Geoffroy","Membre titulaire","2009-03-09"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"Mme Anna Pic","Membre titulaire","2024-11-06"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Pierre Micaux","Membre titulaire","2002-08-01"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. André Flajolet","Membre titulaire","2007-08-01"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Jean-Yves Caullet","Membre titulaire","2012-09-03"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Vincent Thiébaut","Membre titulaire","2022-10-21"
"Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie","Article L. 131-4 du code de l’environnement","http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe",,"M. Jacques Vernier","Membre titulaire","1993-05-14"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","M. Jean-Pierre Brard","Membre titulaire","2003-04-09"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","M. Jean-Pierre Brard","Membre titulaire","2007-10-11"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","M. Michaël Taverne","Membre titulaire","2022-10-21"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","M. Philippe Goujon","Membre titulaire","2012-10-04"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","Mme Mélanie Thomin","Membre titulaire","2024-11-06"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","M. Rémy Rebeyrotte","Membre titulaire","2017-11-13"
"Observatoire de la sécurité des moyens de paiement","Article L. 141-4 du code monétaire et financier","https://www.banque-france.fr/stabilite-financiere/observatoire-de-la-securite-des-moyens-de-paiement","3","M. Jean-Pierre Brard","Membre titulaire","2009-06-11"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. Guy Geoffroy","Membre titulaire","2006-06-15"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. Guy Geoffroy","Membre titulaire","2010-01-25"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. Guy Geoffroy","Membre titulaire","2007-08-01"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"Mme Naïma Moutchou","Membre titulaire","2017-10-05"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. René Dosière","Membre titulaire","2004-10-13"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. René Dosière","Membre titulaire","2007-08-01"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. Jean-Pierre Blazy","Membre titulaire","2012-09-03"
"Conseil d'administration de l'Institut national des hautes études de la sécurité et de la justice","Article D. 123-18 du code de la sécurité intérieure","https://inhesj.fr/",,"M. Gérard Léonard","Membre titulaire","2004-10-13"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"Mme Clotilde Valter","Membre titulaire","2012-09-06"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"Mme Natalia Pouzyreff","Membre titulaire","2017-10-25"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Davy Rimane","Membre titulaire","2022-10-21"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Michel Sordi","Membre titulaire","2014-12-12"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Claude Gatignol","Membre titulaire","2006-12-15"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"Mme Dominique Voynet","Membre titulaire","2024-11-06"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Jean-Yves Le Déaut","Membre titulaire","2007-08-01"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Claude de Ganay","Membre titulaire","2012-09-06"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Raphaël Schellenberger","Membre titulaire","2017-10-25"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"Mme Maud Bregeon","Membre titulaire","2022-10-21"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"Mme Geneviève Gosselin-Fleury","Membre titulaire","2014-12-12"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Jean-Yves Le Déaut","Membre titulaire","2006-12-15"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Pierre Cazeneuve","Membre titulaire","2024-11-06"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Anthony Cellier","Membre suppléant","2018-06-29"
"Haut comité pour la transparence et l'information sur la sécurité nucléaire","Article L. 125-37 du code de l’environnement","http://www.hctisn.fr/rubrique.php3?id_rubrique=3",,"M. Claude Gatignol","Membre titulaire","2007-08-01"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","Mme Ersilia Soudais","Membre titulaire","2024-11-27"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","M. François Loncle","Membre titulaire","2015-03-26"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","M. Frédéric Petit","Membre titulaire","2017-11-10"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","Mme Bérengère Poletti","Membre titulaire","2017-11-10"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","Mme Ersilia Soudais","Membre titulaire","2022-10-21"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","M. Corentin Le Fur","Membre titulaire","2024-11-27"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","M. André Schneider","Membre titulaire","2015-03-26"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","M. Mansour Kamardine","Membre titulaire","2022-10-21"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","M. Hubert Julien-Laferrière","Membre titulaire","2017-11-10"
"Expertise France","Article 12 de la loi n° 2010-873 du 27 juillet 2010","http://www.europe-international-et-formation.eu/union-europeenne-formation/actualites/agence-francaise-d-expertise.html","0","Mme Laetitia Saint-Paul","Membre titulaire","2017-11-10"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Hervé Mariton","Membre titulaire","2010-09-10"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Jean-Marc Zulesi","Membre titulaire","2017-11-02"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Jacques Alain Bénisti","Membre titulaire","2012-10-04"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Martial Saddier","Membre titulaire","2005-10-26"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Martial Saddier","Membre titulaire","2002-10-23"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Michel Bouvard","Membre titulaire","2007-08-01"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"Mme Marguerite Deprez-Audebert","Membre titulaire","2017-11-02"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Michel Bouvard","Membre titulaire","2010-09-10"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Hervé Mariton","Membre titulaire","2005-10-26"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Hervé Mariton","Membre titulaire","2002-10-23"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Jean-Jacques Cottel","Membre titulaire","2012-10-04"
"Conseil d'administration du Fonds pour le développement de l'intermodalité dans les transports","Article L. 1512-8 du code des transports",,,"M. Hervé Mariton","Membre titulaire","2007-08-01"
"Conseil d'administration de la Fondation du patrimoine","Article L. 143-6 du code du patrimoine","https://www.fondation-patrimoine.org/fondation-du-patrimoine/notre-organisation",,"M. Jean-Pierre Cubertafon","Membre titulaire","2017-10-31"
"Conseil d'administration de la Fondation du patrimoine","Article L. 143-6 du code du patrimoine","https://www.fondation-patrimoine.org/fondation-du-patrimoine/notre-organisation",,"M. Christian Kert","Membre titulaire","2012-09-03"
"Conseil d'administration de la Fondation du patrimoine","Article L. 143-6 du code du patrimoine","https://www.fondation-patrimoine.org/fondation-du-patrimoine/notre-organisation",,"M. Didier Mathus","Membre titulaire","1997-06-26"
"Conseil d'administration de la Fondation du patrimoine","Article L. 143-6 du code du patrimoine","https://www.fondation-patrimoine.org/fondation-du-patrimoine/notre-organisation",,"M. Christian Kert","Membre titulaire","2011-09-12"
"Conseil d'administration de la Fondation du patrimoine","Article L. 143-6 du code du patrimoine","https://www.fondation-patrimoine.org/fondation-du-patrimoine/notre-organisation",,"M. Christian Kert","Membre titulaire","2002-09-03"
"Conseil d'administration de la Fondation du patrimoine","Article L. 143-6 du code du patrimoine","https://www.fondation-patrimoine.org/fondation-du-patrimoine/notre-organisation",,"M. Marcel Rogemont","Membre titulaire","1998-12-02"
"Conseil national des villes","Article 2 bis de la loi n° 2014-173 du 21 février 2014","http://www.cget.gouv.fr/territoires/quartiers-de-la-politique-de-la-ville/conseil-national-des-villes","10","M. Aurélien Rousseau","Membre titulaire","2024-11-06"
"Conseil national des villes","Article 2 bis de la loi n° 2014-173 du 21 février 2014","http://www.cget.gouv.fr/territoires/quartiers-de-la-politique-de-la-ville/conseil-national-des-villes","10","Mme Julie Delpech","Membre titulaire","2022-10-21"
"Conseil national des villes","Article 2 bis de la loi n° 2014-173 du 21 février 2014","http://www.cget.gouv.fr/territoires/quartiers-de-la-politique-de-la-ville/conseil-national-des-villes","10","M. Pierre-Alain Raphan","Membre titulaire","2017-11-21"
"Conseil national des villes","Article 2 bis de la loi n° 2014-173 du 21 février 2014","http://www.cget.gouv.fr/territoires/quartiers-de-la-politique-de-la-ville/conseil-national-des-villes","10","Mme Sandra Marsaud","Membre titulaire","2024-11-06"
"Conseil national des villes","Article 2 bis de la loi n° 2014-173 du 21 février 2014","http://www.cget.gouv.fr/territoires/quartiers-de-la-politique-de-la-ville/conseil-national-des-villes","10","M. Andy Kerbrat","Membre titulaire","2022-10-21"
"Conseil national des villes","Article 2 bis de la loi n° 2014-173 du 21 février 2014","http://www.cget.gouv.fr/territoires/quartiers-de-la-politique-de-la-ville/conseil-national-des-villes","10","Mme Geneviève Levy","Membre titulaire","2017-11-21"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Thierry Braillard","Membre suppléant","2013-04-03"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Paul Midy","Membre titulaire","2024-11-06"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Paul Midy","Membre titulaire","2022-10-21"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Luc Belot","Membre suppléant","2015-06-18"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Christian Paul","Membre titulaire","2013-03-26"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Thierry Benoit","Membre suppléant","2013-04-03"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","Mme Virginie Duby-Muller","Membre titulaire","2024-11-06"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","Mme Virginie Duby-Muller","Membre titulaire","2022-10-21"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","M. Jean-Michel Mis","Membre titulaire","2018-11-27"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","Mme Laure de La Raudière","Membre titulaire","2013-03-26"
"Conseil de l'intelligence artificielle et du numérique","Article 33 de la loi  n° 2018-699 du 3 août 2018","https://cnnumerique.fr/","0","Mme Constance Le Grip","Membre titulaire","2019-02-08"
"Conseil d'administration de l'Office français de l'immigration et de l'intégration","Article L. 5223-3 du code du travail","http://www.ofii.fr/qui-sommes-nous/organisation",,"Mme Andrée Taurinya","Membre titulaire","2024-11-06"
"Conseil d'administration de l'Office français de l'immigration et de l'intégration","Article L. 5223-3 du code du travail","http://www.ofii.fr/qui-sommes-nous/organisation",,"Mme Hélène Zannier","Membre titulaire","2019-07-12"
"Conseil d'administration de l'Office français de l'immigration et de l'intégration","Article L. 5223-3 du code du travail","http://www.ofii.fr/qui-sommes-nous/organisation",,"M. Pierre-Henri Dumont","Membre suppléant","2017-10-05"
"Conseil d'administration de l'Office français de l'immigration et de l'intégration","Article L. 5223-3 du code du travail","http://www.ofii.fr/qui-sommes-nous/organisation",,"Mme Élise Fajgeles","Membre titulaire","2017-10-05"
"Conseil d'administration de l'Office français de l'immigration et de l'intégration","Article L. 5223-3 du code du travail","http://www.ofii.fr/qui-sommes-nous/organisation",,"M. Vincent Ledoux","Membre titulaire","2022-10-21"
